first_name,second_name,assists,bonus,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,form,goals_conceded,goals_scored,ict_index,idx,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,red_cards,saves,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,points_per_game
Jairo,Riedewald,0,0,,,173954,0,0,-1,1,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,164,False,0.0,0,,,44,0,0,0,173954.jpg,0,0,0.1,False,,a,7,31,0.0,0,2050,349,3305,245,0.0,0.0,Riedewald,0,0.0
Joachim,Andersen,0,0,,,174874,0,0,0,0,34.6,0,2,2.4,2.4,2,2.4,9,1,23.9,165,False,173.6,450,,,45,0,0,0,174874.jpg,0,0,2.4,False,,a,7,31,30.0,12,71338,6971,84551,5211,0.5,2.7,Andersen,1,2.4
Odsonne,Edouard,1,0,,,199670,0,0,-1,1,18.6,0,4,1.8,1.8,1,1.8,5,0,13.9,166,False,29.2,255,,,54,0,0,0,199670.jpg,0,0,2.3,False,,a,7,31,92.0,9,100177,4747,179592,20155,0.3,1.7,Edouard,1,1.8
Marc,Guéhi,0,0,,,209036,0,0,-1,1,22.9,0,2,0.8,0.8,2,0.8,9,0,13.0,167,False,88.2,450,,,44,1,0,0,209036.jpg,0,0,1.3,False,,a,7,31,18.0,4,11792,613,67378,3090,0.2,0.9,Guéhi,1,0.8
Jean-Philippe,Mateta,0,0,,,231747,0,0,-1,1,34.8,0,4,1.4,1.4,1,1.4,2,1,12.3,168,False,37.4,121,,,54,0,0,0,231747.jpg,0,0,0.6,False,,a,7,31,51.0,7,28899,1451,49851,4681,0.3,1.3,Mateta,1,1.8
Eberechi,Eze,2,2,,,232413,0,0,0,0,127.5,0,3,3.8,3.8,3,3.8,8,0,26.3,169,False,78.8,418,,,55,0,0,0,232413.jpg,0,0,2.5,False,,a,7,31,56.0,19,221101,19057,91227,11038,0.7,3.5,Eze,0,3.8
Tyrick,Mitchell,1,1,100,50,244723,0,0,0,0,40.2,0,2,2.2,1.1,1,2.2,6,0,10.5,170,False,63.6,324,,2022-08-27T20:00:06.476742Z,45,0,0,0,244723.jpg,0,0,0.7,False,,a,7,31,0.0,11,19284,1237,40287,2000,0.5,2.4,Mitchell,0,2.2
Michael,Olise,0,0,100,100,443661,0,0,0,0,34.6,0,3,1.2,1.2,3,1.2,1,0,6.6,171,False,13.6,117,,2022-08-01T17:30:04.743028Z,55,0,0,0,443661.jpg,0,0,0.1,False,,a,7,31,17.0,6,5185,999,11439,561,0.2,1.1,Olise,0,1.5
Jesurun,Rak-Sakyi,0,0,0,0,450542,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,172,False,0.0,0,Season-long loan to Charlton,2022-08-12T14:22:11.539147Z,45,0,0,0,450542.jpg,0,0,0.0,False,,u,7,31,0.0,0,241,0,2881,64,0.0,0.0,Rak-Sakyi,0,0.0
Malcolm,Ebiowei,0,0,,,450535,0,0,-1,1,0.5,0,3,0.2,0.2,0,0.2,0,0,0.2,173,False,1.2,4,,,44,0,0,0,450535.jpg,0,0,0.2,False,,a,7,31,0.0,1,6015,575,10708,655,0.0,0.2,Ebiowei,0,1.0
Nathan,Ferguson,0,0,0,0,232423,0,0,-1,1,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,174,False,0.0,0,Foot injury - Expected back 08 Oct,2022-08-11T16:30:05.407855Z,39,0,0,0,232423.jpg,0,0,0.4,False,,i,7,31,0.0,0,24266,719,21053,1706,0.0,0.0,Ferguson,0,0.0
Sam,Johnstone,0,0,100,100,101982,0,0,0,0,0.0,0,1,0.0,0.0,0,0.0,0,0,0.0,175,False,0.0,0,,2022-08-01T17:30:04.756681Z,45,0,0,0,101982.jpg,0,0,0.1,False,,a,7,31,0.0,0,1036,60,3942,272,0.0,0.0,Johnstone,0,0.0
Remi,Matthews,0,0,0,0,169593,0,0,0,0,0.0,0,1,0.0,0.0,0,0.0,0,0,0.0,495,False,0.0,0,Joined St Johnstone on loan - Expected back 01 Jul,2022-07-28T16:30:04.783610Z,40,0,0,0,169593.jpg,0,0,0.0,False,,u,7,31,0.0,0,0,0,1157,70,0.0,0.0,Matthews,0,0.0
Luke,Plange,0,0,0,0,450541,0,0,0,0,0.0,0,4,0.0,0.0,0,0.0,0,0,0.0,496,False,0.0,0,Joined RWD Molenbeek on loan - Expected back 01 Jul,2022-08-26T23:30:06.261539Z,45,0,0,0,450541.jpg,0,0,0.9,False,,u,7,31,0.0,0,18888,59,74387,7135,0.0,0.0,Plange,0,0.0
Cheick,Doucouré,1,2,,,438464,0,0,0,0,59.9,0,3,2.8,2.8,6,2.8,8,0,14.9,514,False,76.8,422,,,50,0,0,0,438464.jpg,0,0,0.1,False,,a,7,31,11.0,14,8066,1635,8662,500,0.6,2.8,C.Doucouré,1,2.8
Chris,Richards,0,0,,,427623,0,0,0,0,12.2,0,2,0.4,0.4,0,0.4,3,0,3.4,530,False,18.0,45,,,45,0,0,0,427623.jpg,0,0,0.1,False,,a,7,31,4.0,2,856,93,2833,249,0.1,0.4,Richards,0,0.7
Joseph,Whitworth,0,0,,,487818,0,0,0,0,0.0,0,1,0.0,0.0,0,0.0,0,0,0.0,590,False,0.0,0,,,40,0,0,0,487818.jpg,0,0,0.1,False,,a,7,31,0.0,0,7992,597,2328,375,0.0,0.0,Whitworth,0,0.0
Kaden,Rodney,0,0,,,530318,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,601,False,0.0,0,,,45,0,0,0,530318.jpg,0,0,0.0,False,,a,7,31,0.0,0,286,100,88,44,0.0,0.0,Rodney,0,0.0
Killian,Phillips,0,0,,,532135,0,0,0,0,0.0,0,3,1.1,1.1,0,0.0,0,0,0.0,604,False,0.0,0,,,45,0,0,0,532135.jpg,0,0,0.0,False,,a,7,31,0.0,0,296,296,34,34,0.0,0.0,Phillips,0,0.0
Neal,Maupay,0,0,,,115382,0,0,-3,3,0.0,0,4,-1.0,0.5,0,0.0,0,0,0.0,110,False,0.0,0,,,62,0,0,0,115382.jpg,0,0,0.5,False,,a,8,11,0.0,0,20371,958,70170,3951,0.0,0.0,Maupay,0,0.0
Asmir,Begović,0,0,100,100,40349,0,0,0,0,0.0,0,1,-1.0,0.5,0,0.0,0,0,0.0,176,False,0.0,0,,2022-07-30T13:30:04.308081Z,40,0,0,0,40349.jpg,0,0,0.6,False,,a,8,11,0.0,0,11304,570,11315,857,0.0,0.0,Begović,0,0.0
Salomón,Rondón,0,0,100,100,57134,0,0,0,0,24.0,0,4,-0.4,1.1,0,0.6,1,0,6.4,177,False,5.4,86,,2022-07-05T15:30:04.154866Z,50,0,0,0,57134.jpg,0,0,0.6,False,,a,8,11,36.0,3,52499,3008,41139,5099,0.1,0.6,Rondón,0,1.0
Seamus,Coleman,0,0,100,100,59949,0,0,0,0,0.0,0,2,-1.0,0.5,0,0.0,0,0,0.0,178,False,0.0,0,,2022-07-15T12:00:04.659129Z,45,0,0,0,59949.jpg,0,0,0.1,False,,a,8,11,0.0,0,2529,228,3230,319,0.0,0.0,Coleman,0,0.0
Andros,Townsend,0,0,0,0,60252,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,179,False,0.0,0,Knee injury - Expected back 01 Oct,2022-07-05T15:30:04.167286Z,55,0,0,0,60252.jpg,0,0,0.0,False,,i,8,11,0.0,0,263,16,426,21,0.0,0.0,Townsend,0,0.0
Michael,Keane,0,0,,,106611,0,0,-2,2,0.3,0,2,-0.8,0.7,0,0.2,1,0,0.7,180,False,6.4,22,,,43,0,0,0,106611.jpg,0,0,0.5,False,,a,8,11,0.0,1,3882,432,32841,1465,0.0,0.2,Keane,0,1.0
Dele,Alli,0,0,0,0,108823,0,0,-2,2,2.2,0,3,0.0,0.0,0,0.4,1,0,0.9,181,False,0.6,38,Season-long loan to Besiktas,2022-08-26T07:27:01.424683Z,53,0,0,0,108823.jpg,0,0,0.2,False,,u,8,11,6.0,2,7054,0,46818,1718,0.1,0.4,Dele,0,1.0
Jordan,Pickford,1,1,,,111234,0,0,0,0,13.0,0,1,2.2,3.7,3,3.2,6,0,17.5,182,False,162.2,450,,,45,0,0,0,111234.jpg,0,18,5.4,False,,a,8,11,0.0,16,109879,6194,148997,10227,0.7,3.6,Pickford,1,3.2
Allan,Marques Loureiro,0,0,100,100,119765,-1,1,-2,2,0.0,0,3,-1.0,0.5,0,0.0,0,0,0.0,183,False,0.0,0,,2022-08-13T15:30:06.571302Z,48,0,0,0,119765.jpg,0,0,0.1,False,,a,8,11,0.0,0,3307,212,10555,420,0.0,0.0,Allan,0,0.0
André,Tavares Gomes,0,0,100,25,120250,0,0,0,0,0.0,0,3,-1.0,0.1,0,0.0,0,0,0.0,184,False,0.0,0,,2022-08-04T16:30:05.406319Z,45,0,0,0,120250.jpg,0,0,0.1,False,,a,8,11,0.0,0,1047,136,11324,407,0.0,0.0,André Gomes,0,0.0
Abdoulaye,Doucouré,0,0,0,0,121599,0,0,-2,2,4.1,0,3,0.0,0.0,0,0.6,2,0,4.2,185,False,10.2,124,Hamstring injury - Expected back 11 Sep,2022-08-13T15:30:06.592202Z,53,0,0,0,121599.jpg,0,0,0.1,False,,i,8,11,27.0,3,4141,13,19795,430,0.1,0.6,A.Doucouré,0,1.5
Alex,Iwobi,1,0,,,153133,0,0,0,0,129.0,0,3,1.4,2.9,5,2.4,6,0,24.7,186,False,98.8,450,,,55,0,0,0,153133.jpg,0,0,0.2,False,,a,8,11,20.0,12,11776,761,14399,611,0.4,2.2,Iwobi,1,2.4
Jean-Philippe,Gbamin,0,0,0,0,160987,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,187,False,0.0,0,Season-long loan to Trabzonspor,2022-08-27T07:45:42.248796Z,45,0,0,0,160987.jpg,0,0,0.0,False,,u,8,11,0.0,0,1426,0,3605,202,0.0,0.0,Gbamin,0,0.0
Yerry,Mina,0,0,0,0,164511,0,0,-1,1,0.2,0,2,0.0,0.0,0,0.2,1,0,1.2,188,False,11.8,69,Ankle injury - Expected back 09 Oct,2022-08-07T01:30:05.719432Z,44,0,0,0,164511.jpg,0,0,0.1,False,,i,8,11,0.0,1,1042,10,13761,329,0.0,0.2,Mina,1,1.0
Demarai,Gray,0,2,,,172632,0,0,0,0,89.4,0,3,2.4,3.9,2,3.4,5,1,32.5,189,False,71.8,440,,,55,0,0,0,172632.jpg,0,0,0.9,False,,a,8,11,164.0,17,66637,1811,64429,5675,0.6,3.1,Gray,0,3.4
Tom,Davies,0,0,100,100,173807,0,0,-1,1,21.5,0,3,-0.4,1.1,1,0.6,3,0,6.4,190,False,14.6,213,,2022-08-24T16:30:06.063413Z,49,0,0,0,173807.jpg,0,0,0.0,False,,a,8,11,28.0,3,1427,112,2453,109,0.1,0.6,Davies,2,0.8
Dominic,Calvert-Lewin,0,0,0,0,177815,0,0,-1,1,0.0,0,4,0.0,0.0,0,0.0,0,0,0.0,191,False,0.0,0,Knee injury - Expected back 11 Sep,2022-08-03T16:30:05.539021Z,79,0,0,0,177815.jpg,0,0,0.2,False,,i,8,11,0.0,0,1271,52,31771,502,0.0,0.0,Calvert-Lewin,0,0.0
Mason,Holgate,0,2,0,0,194164,0,0,0,0,36.4,0,2,0.0,0.0,0,2.4,4,0,15.6,192,False,72.0,319,Knee injury - Expected back 01 Oct,2022-08-27T20:00:06.539965Z,45,0,0,0,194164.jpg,0,0,0.1,False,,i,8,11,48.0,12,4995,18,10597,1116,0.5,2.7,Holgate,1,3.0
Ben,Godfrey,0,0,0,0,198826,0,0,-2,2,0.1,0,2,0.0,0.0,0,0.2,0,0,0.2,193,False,1.4,17,Leg injury - Expected back 12 Nov,2022-08-07T01:30:05.741802Z,43,0,0,0,198826.jpg,0,0,0.1,False,,i,8,11,0.0,1,678,15,9569,181,0.0,0.2,Godfrey,0,1.0
Vitalii,Mykolenko,0,0,,,224967,0,0,0,0,75.2,0,2,0.6,2.1,2,1.6,6,0,17.9,194,False,68.8,445,,,45,0,0,0,224967.jpg,0,0,0.3,False,,a,8,11,34.0,8,13245,324,17840,988,0.4,1.8,Mykolenko,1,1.6
Anthony,Gordon,0,2,,,232826,0,0,0,0,68.6,0,3,2.8,4.3,8,3.8,6,2,44.6,195,False,125.2,450,,,55,0,0,0,232826.jpg,0,0,1.9,False,,a,8,11,252.0,19,161764,45352,103917,5910,0.7,3.5,Gordon,3,3.8
Jarrad,Branthwaite,0,0,0,0,480455,0,0,0,0,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,196,False,0.0,0,Joined PSV Eindhoven on loan - Expected back 01 Jul,2022-07-17T21:30:04.439165Z,40,0,0,0,480455.jpg,0,0,0.0,False,,u,8,11,0.0,0,0,0,1165,48,0.0,0.0,Branthwaite,0,0.0
Nathan,Patterson,0,0,,,243571,0,0,0,0,35.9,0,2,0.6,2.1,1,1.6,6,0,19.3,197,False,100.0,450,,,40,0,0,0,243571.jpg,0,0,6.5,False,,a,8,11,56.0,8,506507,27382,240432,16503,0.4,2.0,Patterson,1,1.6
Niels,Nkounkou,0,0,0,0,495542,0,0,0,0,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,198,False,0.0,0,Season-long loan to Cardiff City,2022-08-29T07:10:42.988896Z,40,0,0,0,495542.jpg,0,0,0.4,False,,u,8,11,0.0,0,8908,0,25875,3359,0.0,0.0,Nkounkou,0,0.0
James,Tarkowski,0,0,,,17761,0,0,0,0,45.9,0,2,0.8,2.3,2,1.8,6,0,25.2,199,False,123.0,450,,,45,0,0,0,17761.jpg,0,0,0.7,False,,a,8,11,83.0,9,22004,450,33962,1887,0.4,2.0,Tarkowski,0,1.8
Conor,Coady,1,3,,,94147,0,0,-1,1,14.3,0,2,1.8,3.3,2,2.8,4,0,9.4,475,False,79.4,350,,,49,0,0,0,94147.jpg,0,0,2.8,False,,a,8,11,0.0,14,38249,3166,176595,6718,0.6,2.9,Coady,0,3.5
Rúben,Nascimento Vinagre,0,0,,,216054,0,0,-1,1,1.4,0,2,-0.6,0.9,0,0.4,0,0,0.9,531,False,7.6,24,,,44,0,0,0,216054.jpg,0,0,0.1,False,,a,8,11,0.0,2,608,36,2797,175,0.1,0.5,Vinagre,0,1.0
Dwight,McNeil,0,0,,,433154,0,0,-2,2,59.1,0,3,0.8,2.3,2,1.8,5,0,16.9,534,False,49.6,331,,,53,0,0,0,433154.jpg,0,0,0.2,False,,a,8,11,59.0,9,5677,217,25523,925,0.3,1.7,McNeil,0,1.8
Stanley,Mills,0,0,,,510328,0,0,0,0,0.0,0,3,-1.0,0.5,0,0.0,0,0,0.0,560,False,0.0,0,,,45,0,0,0,510328.jpg,0,0,0.0,False,,a,8,11,0.0,0,1480,85,1295,108,0.0,0.0,Mills,0,0.0
Lewis,Warrington,0,0,,,461453,0,0,-1,1,0.0,0,3,-1.0,0.5,0,0.0,0,0,0.0,561,False,0.0,0,,,44,0,0,0,461453.jpg,0,0,0.2,False,,a,8,11,0.0,0,15542,3882,8225,845,0.0,0.0,Warrington,0,0.0
Amadou,Onana,1,0,,,449871,0,0,-1,1,18.3,0,3,1.2,2.7,2,2.2,3,0,11.0,577,False,34.8,210,,,49,0,0,0,449871.jpg,0,0,0.2,False,,a,8,11,57.0,9,27213,525,16023,1005,0.4,1.8,Onana,1,2.2
Reece,Welch,0,0,,,474907,0,0,0,0,0.0,0,2,0.2,1.7,0,0.0,0,0,0.0,605,False,0.0,0,,,40,0,0,0,474907.jpg,0,0,0.0,False,,a,8,11,0.0,0,247,247,27,27,0.0,0.0,Welch,0,0.0
Bernd,Leno,0,0,,,80201,0,0,0,0,10.0,0,1,0.4,0.9,2,1.4,5,0,10.2,2,False,91.6,270,,,45,0,0,0,80201.jpg,0,11,1.3,False,,a,9,54,0.0,7,25330,3080,47070,2671,0.3,1.6,Leno,0,2.3
Shane,Duffy,0,0,100,0,61933,0,0,-1,1,0.0,0,2,-0.6,0.0,0,0.4,0,0,0.0,105,False,0.2,2,,2022-08-30T15:30:06.538527Z,44,0,0,0,61933.jpg,0,0,0.2,False,,a,9,54,0.0,2,2277,51,11832,801,0.1,0.5,Duffy,0,1.0
Tom,Cairney,0,0,,,76357,0,0,-2,2,13.6,0,3,0.0,0.5,1,1.0,1,0,2.7,200,False,8.6,51,,,48,0,0,0,76357.jpg,0,0,0.1,False,,a,9,54,4.0,5,1369,213,4109,202,0.2,1.0,Cairney,0,1.0
Tim,Ream,0,0,,,82514,0,0,0,0,2.6,0,2,1.2,1.7,2,2.2,7,0,10.1,201,False,94.2,447,,,45,0,0,0,82514.jpg,0,0,0.1,False,,a,9,54,4.0,11,5455,333,5711,473,0.5,2.4,Ream,0,2.2
Anthony,Knockaert,0,0,,,83543,0,0,-2,2,0.0,0,3,-1.0,-0.5,0,0.0,0,0,0.0,202,False,0.0,0,,,48,0,0,0,83543.jpg,0,0,0.0,False,,a,9,54,0.0,0,557,40,2883,119,0.0,0.0,Knockaert,0,0.0
Nathaniel,Chalobah,0,0,100,100,89085,0,0,0,0,0.3,0,3,-0.6,-0.1,1,0.4,0,0,2.2,203,False,4.2,3,,2022-07-31T21:30:04.877987Z,45,0,0,0,89085.jpg,0,0,0.1,False,,a,9,54,17.0,2,6079,433,8297,501,0.1,0.4,Chalobah,0,1.0
Neeskens,Kebano,1,0,100,100,92259,0,0,0,0,61.8,0,3,1.4,1.9,5,2.4,3,0,15.2,204,False,42.2,305,,2022-08-20T23:30:05.629758Z,55,0,0,0,92259.jpg,0,0,0.1,False,,a,9,54,47.0,12,5724,245,8031,204,0.4,2.2,Kebano,0,3.0
Bobby,De Cordova-Reid,0,1,100,100,96994,0,0,0,0,61.9,0,3,2.0,2.5,2,3.0,7,1,31.4,205,False,73.2,450,,2022-08-14T00:00:05.826704Z,55,0,0,0,96994.jpg,0,0,0.1,False,,a,9,54,179.0,15,5775,319,5399,537,0.5,2.7,De Cordova-Reid,2,3.0
Joe,Bryan,0,0,100,100,101105,0,0,-1,1,0.0,0,2,-1.0,-0.5,0,0.0,0,0,0.0,206,False,0.0,0,,2022-08-01T17:30:04.788444Z,44,0,0,0,101105.jpg,0,0,0.0,False,,a,9,54,0.0,0,453,49,1491,86,0.0,0.0,Bryan,0,0.0
Paulo,Gazzaniga Farias,0,0,,,102884,0,0,0,0,0.0,0,1,-1.0,-0.5,0,0.0,0,0,0.0,207,False,0.0,0,,,40,0,0,0,102884.jpg,0,0,4.4,False,,a,9,54,0.0,0,16395,687,113554,7899,0.0,0.0,Gazzaniga,0,0.0
Terence,Kongolo,0,0,,,109434,-1,1,-1,1,0.0,0,2,-1.0,-0.5,0,0.0,0,0,0.0,208,False,0.0,0,,,39,0,0,0,109434.jpg,0,0,0.5,False,,a,9,54,0.0,0,11200,4597,22053,1696,0.0,0.0,Kongolo,0,0.0
Tosin,Adarabioyo,0,0,,,109646,0,0,0,0,11.9,0,2,1.2,1.7,2,2.2,7,0,9.3,209,False,80.6,450,,,45,0,0,0,109646.jpg,0,0,0.1,False,,a,9,54,0.0,11,2910,182,3592,311,0.5,2.4,Tosin,0,2.2
Aleksandar,Mitrović,0,7,,,128389,0,0,2,-2,59.2,1,4,5.8,6.3,9,6.8,7,5,57.6,210,True,222.6,450,,,67,0,1,0,128389.jpg,0,0,21.8,False,,a,9,54,294.0,34,1661882,214078,615319,39947,1.0,5.1,Mitrović,1,6.8
Harrison,Reed,0,0,,,153366,0,0,0,0,72.1,0,3,0.8,1.3,1,1.8,7,0,14.4,211,False,37.2,450,,,45,0,0,0,153366.jpg,0,0,1.1,False,,a,9,54,35.0,9,111503,3301,64890,4005,0.4,2.0,Reed,2,1.8
Harry,Wilson,0,0,0,0,153682,0,0,-2,2,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,212,False,0.0,0,Knee injury - Unknown return date,2022-07-31T21:30:04.907720Z,58,0,0,0,153682.jpg,0,0,0.0,False,,i,9,54,0.0,0,466,23,8628,176,0.0,0.0,Wilson,0,0.0
Marek,Rodák,0,0,,,155529,0,0,0,0,0.0,0,1,0.4,0.9,0,1.4,2,0,1.9,213,False,19.0,180,,,45,0,0,0,155529.jpg,0,2,0.2,False,,a,9,54,0.0,7,9081,78,11050,659,0.3,1.6,Rodák,0,3.5
Ivan,Neves Abreu Cavaleiro,0,0,,,166324,0,0,-2,2,0.0,0,3,-1.0,-0.5,0,0.0,0,0,0.0,214,False,0.0,0,,,48,0,0,0,166324.jpg,0,0,0.1,False,,a,9,54,0.0,0,1771,153,5560,286,0.0,0.0,Cavaleiro,0,0.0
Kenny,Tete,1,0,,,167074,0,0,0,0,18.7,0,2,1.6,2.1,2,2.6,6,0,11.8,215,False,99.6,424,,,45,0,0,0,167074.jpg,0,0,0.4,False,,a,9,54,0.0,13,31233,1314,21707,1497,0.6,2.9,Tete,2,2.6
Josh,Onomah,0,0,,,168765,0,0,-1,1,0.0,0,3,-1.0,-0.5,0,0.0,0,0,0.0,216,False,0.0,0,,,44,0,0,0,168765.jpg,0,0,0.1,False,,a,9,54,0.0,0,4124,294,4897,355,0.0,0.0,Onomah,0,0.0
Antonee,Robinson,0,0,,,169528,0,0,0,0,57.9,0,2,0.8,1.3,1,1.8,7,0,15.9,217,False,98.6,450,,,45,0,0,0,169528.jpg,0,0,0.2,False,,a,9,54,1.0,9,7070,351,6790,602,0.4,2.0,Robinson,2,1.8
Rodrigo,Muniz Carvalho,0,0,0,0,244042,0,0,-1,1,0.0,0,4,0.0,0.0,0,0.0,0,0,0.0,218,False,0.0,0,Joined Middlesbrough on loan - Expected back 01 Jul,2022-08-23T08:30:05.885616Z,54,0,0,0,244042.jpg,0,0,0.1,False,,u,9,54,0.0,0,3387,0,11684,581,0.0,0.0,Muniz,0,0.0
Jay,Stansfield,1,0,,,490146,0,0,0,0,12.8,0,4,0.4,0.9,0,1.4,2,0,6.7,219,False,8.4,85,,,45,0,0,0,490146.jpg,0,0,3.1,False,,a,9,54,46.0,7,275377,20709,123785,23888,0.3,1.6,Stansfield,0,2.3
João,Palhinha Gonçalves,0,0,,,154296,0,0,0,0,4.8,0,3,1.6,2.1,2,2.6,7,1,19.7,220,False,99.0,447,,,50,0,0,0,154296.jpg,0,0,0.3,False,,a,9,54,93.0,13,21251,1104,15434,1323,0.5,2.6,Palhinha,3,2.6
Andreas,Hoelgebaum Pereira,2,4,100,100,156689,0,0,0,0,169.0,0,3,3.2,3.7,6,4.2,6,0,27.4,346,False,51.4,418,,2022-08-14T00:00:05.954103Z,45,0,0,0,156689.jpg,0,0,24.0,False,,a,9,54,54.0,21,742336,114759,563033,19420,0.9,4.7,Andreas,0,4.2
Issa,Diop,0,0,,,219924,0,0,-1,1,0.0,0,2,-0.8,-0.3,0,0.2,1,0,0.7,470,False,7.2,11,,,44,0,0,0,219924.jpg,0,0,0.1,False,,a,9,54,0.0,1,1979,98,7265,411,0.0,0.2,Diop,0,1.0
Tyrese,Francois,0,0,,,432931,0,0,0,0,0.3,0,3,-0.8,-0.3,0,0.2,0,0,0.1,521,False,1.0,1,,,45,0,0,0,432931.jpg,0,0,0.0,False,,a,9,54,0.0,1,1094,64,1797,127,0.0,0.2,Francois,0,1.0
Kevin,Mbabu,1,0,,,120721,0,0,0,0,32.6,0,2,0.0,0.5,0,1.0,1,0,6.0,532,False,27.2,25,,,45,0,0,0,120721.jpg,0,0,0.2,False,,a,9,54,0.0,5,5210,468,9563,880,0.2,1.1,Mbabu,1,1.7
Luke,Harris,0,0,,,515024,0,0,0,0,0.0,0,3,-1.0,-0.5,0,0.0,0,0,0.0,546,False,0.0,0,,,45,0,0,0,515024.jpg,0,0,0.0,False,,a,9,54,0.0,0,2403,150,3143,198,0.0,0.0,Harris,0,0.0
Manor,Solomon,0,0,0,0,235674,0,0,0,0,0.3,0,3,0.0,0.0,0,0.2,1,0,0.3,562,False,2.2,24,Knee injury - Unknown return date,2022-08-11T14:00:05.714464Z,50,0,0,0,235674.jpg,0,0,0.0,False,,i,9,54,0.0,1,998,7,1111,25,0.0,0.2,Solomon,0,1.0
Terry,Ablade,0,0,,,247664,0,0,0,0,0.0,0,4,-1.0,-0.5,0,0.0,0,0,0.0,591,False,0.0,0,,,45,0,0,0,247664.jpg,0,0,0.1,False,,a,9,54,0.0,0,7648,1143,3342,961,0.0,0.0,Ablade,0,0.0
Kasper,Schmeichel,0,0,0,0,17745,0,0,0,0,0.0,0,1,0.0,0.0,0,0.0,0,0,0.0,248,False,0.0,0,Transferred to OGC Nice,2022-08-04T06:18:08.594633Z,50,0,0,0,17745.jpg,0,0,0.2,False,,u,10,13,0.0,0,0,0,36517,541,0.0,0.0,Schmeichel,0,0.0
Jonny,Evans,0,0,,,37642,0,0,-1,1,4.0,0,2,0.6,0.1,0,0.6,10,0,6.5,249,False,59.2,360,,,44,0,0,0,37642.jpg,0,0,0.3,False,,a,10,13,2.0,3,6093,352,13486,664,0.1,0.7,Evans,0,0.8
Ryan,Bertrand,0,0,0,0,40146,0,0,0,0,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,250,False,0.0,0,Knee injury - Unknown return date,2022-07-05T15:30:04.221247Z,40,0,0,0,40146.jpg,0,0,0.0,False,,i,10,13,0.0,0,1714,73,2033,151,0.0,0.0,Bertrand,0,0.0
Marc,Albrighton,0,0,,,51938,0,0,-1,1,0.0,0,3,0.0,-0.5,0,0.0,0,0,0.0,251,False,0.0,0,,,49,0,0,0,51938.jpg,0,0,0.1,False,,a,10,13,0.0,0,3081,155,7787,268,0.0,0.0,Albrighton,0,0.0
Nampalys,Mendy,0,0,,,86881,0,0,-1,1,0.0,0,3,0.0,-0.5,0,0.0,0,0,0.0,252,False,0.0,0,,,44,0,0,0,86881.jpg,0,0,0.6,False,,a,10,13,0.0,0,17839,1605,33430,1788,0.0,0.0,Mendy,0,0.0
Jannik,Vestergaard,0,0,,,93100,-1,1,-1,1,0.0,0,2,0.0,-0.5,0,0.0,0,0,0.0,253,False,0.0,0,,,39,0,0,0,93100.jpg,0,0,7.1,False,,a,10,13,0.0,0,133623,21300,325834,17620,0.0,0.0,Vestergaard,0,0.0
Danny,Ward,0,0,,,95463,0,0,0,0,0.0,0,1,0.8,0.3,0,0.8,10,0,5.5,254,False,55.2,360,,,40,0,0,0,95463.jpg,0,7,26.7,False,,a,10,13,0.0,4,561722,25853,298676,25147,0.2,1.0,Ward,0,1.0
Jamie,Vardy,2,0,,,101668,-1,1,-2,2,34.4,0,4,2.8,2.3,0,2.8,7,0,14.3,255,False,53.4,313,,,93,0,0,0,101668.jpg,0,0,3.0,False,,a,10,13,56.0,14,97882,2369,306950,15711,0.3,1.5,Vardy,0,3.5
Ricardo,Barbosa Pereira,0,0,0,0,111931,0,0,-2,2,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,256,False,0.0,0,Achilles injury - Expected back 04 Feb,2022-08-01T17:30:04.857035Z,43,0,0,0,111931.jpg,0,0,0.0,False,,i,10,13,0.0,0,327,22,5491,107,0.0,0.0,Ricardo,0,0.0
Daniel,Amartey,0,0,,,155569,0,0,0,0,44.2,0,2,0.8,0.3,0,0.8,9,0,11.8,257,False,66.2,332,,,45,0,0,0,155569.jpg,0,0,0.3,False,,a,10,13,7.0,4,7415,703,13836,762,0.2,0.9,Amartey,0,1.0
Timothy,Castagne,0,1,,,166477,0,0,0,0,52.1,0,2,2.0,1.5,0,2.0,10,1,19.9,258,False,77.2,360,,,45,0,0,0,166477.jpg,0,0,1.5,False,,a,10,13,69.0,10,109135,1833,101619,4344,0.4,2.2,Castagne,0,2.5
