first_name,second_name,assists,bonus,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,form,goals_conceded,goals_scored,ict_index,idx,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,red_cards,saves,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,points_per_game
Ryan,Yates,1,0,100,100,204968,0,0,0,0,14.1,0,3,1.6,0.1,2,1.6,7,0,13.4,387,False,9.2,177,,2022-08-04T17:30:05.670028Z,50,0,0,0,204968.jpg,0,0,0.0,False,,a,16,17,111.0,8,704,151,2372,127,0.3,1.6,Yates,0,2.7
Joe,Worrall,0,1,,,208912,-1,1,-1,1,5.2,0,2,1.4,-0.1,-1,1.4,11,0,10.0,388,False,89.4,450,,,44,0,0,0,208912.jpg,0,0,0.1,False,,a,16,17,6.0,7,3220,303,5900,400,0.3,1.6,Worrall,3,1.4
Jonathan,Panzo,0,0,0,0,209035,0,0,0,0,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,389,False,0.0,0,Joined Coventry City on loan - Expected back 01 Jul,2022-07-13T23:30:04.990034Z,40,0,0,0,209035.jpg,0,0,0.0,False,,u,16,17,0.0,0,0,0,703,31,0.0,0.0,Panzo,0,0.0
Xande,Nascimento da Costa Silva,0,0,0,0,209925,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,390,False,0.0,0,Transferred to Dijon,2022-08-04T13:19:44.715432Z,50,0,0,0,209925.jpg,0,0,0.0,False,,u,16,17,0.0,0,0,0,1375,8,0.0,0.0,Xande Silva,0,0.0
Sam,Surridge,0,0,,,217331,0,0,-1,1,1.2,0,4,0.6,-0.9,0,0.6,1,0,1.6,391,False,7.6,81,,,49,0,0,0,217331.jpg,0,0,1.1,False,,a,16,17,8.0,3,54186,1819,102271,7818,0.1,0.6,Surridge,1,1.0
Richie,Laryea,0,0,0,0,221403,0,0,0,0,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,392,False,0.0,0,Season-long loan to Toronto FC,2022-08-10T10:30:46.083684Z,45,0,0,0,221403.jpg,0,0,0.0,False,,u,16,17,0.0,0,26,0,2745,60,0.0,0.0,Laryea,0,0.0
Loïc,Mbe Soh,0,0,,,242885,0,0,-1,1,0.0,0,2,0.0,-1.5,0,0.0,0,0,0.0,393,False,0.0,0,,,44,0,0,0,242885.jpg,0,0,0.0,False,,a,16,17,0.0,0,361,16,2155,113,0.0,0.0,Mbe Soh,0,0.0
Brennan,Johnson,0,3,,,242898,0,0,-1,1,29.9,1,4,2.8,1.3,1,2.8,9,1,14.6,394,False,41.2,417,,,59,0,0,0,242898.jpg,0,0,1.5,False,,a,16,17,77.0,14,68815,5875,114624,12050,0.5,2.4,Johnson,2,2.8
Alex,Mighten,0,0,0,0,244930,0,0,-1,1,0.3,0,3,0.0,0.0,0,0.2,0,0,0.0,395,False,0.0,7,Joined Sheffield Wednesday on loan - Expected back 01 Jul,2022-08-29T15:30:06.614574Z,49,0,0,0,244930.jpg,0,0,0.0,False,,u,16,17,0.0,1,414,1,1917,179,0.0,0.2,Mighten,0,1.0
Braian,Ojeda Rodríguez,0,0,0,0,437476,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,396,False,0.0,0,Season-long loan to Real Salt Lake,2022-08-14T18:39:35.875952Z,45,0,0,0,437476.jpg,0,0,0.1,False,,u,16,17,0.0,0,601,0,6824,304,0.0,0.0,Ojeda,0,0.0
Taiwo,Awoniyi,0,2,,,210156,0,0,-1,1,32.9,0,4,2.6,1.1,1,2.6,4,1,12.2,397,False,44.8,205,,,59,0,0,0,210156.jpg,0,0,1.0,False,,a,16,17,44.0,13,82292,957,100388,9812,0.4,2.2,Awoniyi,0,2.6
Dean,Henderson,0,5,,,172649,0,0,1,-1,0.0,1,1,6.0,4.5,0,6.0,11,0,22.4,398,True,223.8,450,,,46,0,0,2,172649.jpg,0,25,11.7,False,,a,16,17,0.0,30,618698,96656,171968,14820,1.3,6.5,Henderson,1,6.0
Giulian,Biancone,0,0,,,437753,0,0,-1,1,0.0,0,2,0.2,-1.3,1,0.2,1,0,0.4,399,False,3.8,11,,,44,0,0,0,437753.jpg,0,0,0.1,False,,a,16,17,0.0,1,793,29,3710,166,0.0,0.2,Biancone,0,1.0
Morgan,Gibbs-White,0,0,100,100,222531,0,0,0,0,65.7,0,3,1.6,0.1,1,1.6,9,0,14.0,493,False,28.6,356,,2022-08-26T17:00:06.188487Z,55,0,0,0,222531.jpg,0,0,0.2,False,,a,16,17,46.0,8,13667,3998,11419,898,0.3,1.5,Gibbs-White,1,1.6
Moussa,Niakhaté,0,0,0,0,199170,0,0,-1,1,1.0,0,2,0.0,0.0,0,1.4,2,0,6.9,507,False,36.0,160,Muscle injury - Unknown return date,2022-08-14T23:30:06.816810Z,44,0,0,0,199170.jpg,0,0,0.1,False,,i,16,17,32.0,7,1798,12,9808,487,0.3,1.6,Niakhaté,0,3.5
Omar,Richards,0,0,0,0,204822,0,0,-1,1,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,511,False,0.0,0,Leg injury - Expected back 01 Oct,2022-07-20T22:30:04.466287Z,44,0,0,0,204822.jpg,0,0,0.0,False,,i,16,17,0.0,0,115,7,543,19,0.0,0.0,Richards,0,0.0
Wayne,Hennessey,0,0,,,20066,0,0,0,0,0.0,0,1,0.0,-1.5,0,0.0,0,0,0.0,518,False,0.0,0,,,40,0,0,0,20066.jpg,0,0,1.9,False,,a,16,17,0.0,0,14345,736,42677,2639,0.0,0.0,Hennessey,0,0.0
Harry,Toffolo,0,1,,,114241,0,0,0,0,58.1,0,2,2.4,0.9,1,2.4,6,0,13.0,523,False,59.2,381,,,45,0,0,0,114241.jpg,0,0,0.1,False,,a,16,17,14.0,12,9189,1054,8121,570,0.5,2.7,Toffolo,0,2.4
Lewis,O'Brien,0,0,,,243345,0,0,0,0,51.3,0,3,1.8,0.3,2,1.8,9,0,12.5,524,False,52.4,418,,,50,0,0,0,243345.jpg,0,0,0.1,False,,a,16,17,21.0,9,2531,179,3321,166,0.4,1.8,O'Brien,2,1.8
Jesse,Lingard,1,0,,,109322,0,0,-2,2,94.7,0,3,2.6,1.1,0,2.6,3,0,16.6,527,False,23.0,331,,,58,0,0,0,109322.jpg,0,0,3.0,False,,a,16,17,48.0,13,98878,9036,335957,18750,0.4,2.2,Lingard,0,3.2
Orel,Mangala,0,0,0,0,179519,0,0,0,0,16.7,0,3,0.0,0.0,0,1.0,1,0,4.8,536,False,15.8,152,Hamstring injury - Expected back 12 Sep,2022-08-28T19:00:06.508578Z,50,0,0,0,179519.jpg,0,0,0.0,False,,i,16,17,15.0,5,1439,8,3166,324,0.2,1.0,Mangala,0,1.7
Oliver,Hammond,0,0,,,475492,0,0,0,0,0.0,0,3,0.0,-1.5,0,0.0,0,0,0.0,553,False,0.0,0,,,45,0,0,0,475492.jpg,0,0,0.0,False,,a,16,17,0.0,0,1353,101,2337,154,0.0,0.0,Hammond,0,0.0
Remo,Freuler,0,0,,,89076,0,0,0,0,1.7,0,3,1.0,-0.5,2,1.0,7,0,2.1,582,False,8.4,105,,,50,0,0,0,89076.jpg,0,0,0.0,False,,a,16,17,12.0,3,1218,112,767,69,0.2,0.6,Freuler,0,1.5
Cheikhou,Kouyaté,0,0,,,55037,0,0,0,0,1.5,0,3,1.0,-0.5,2,1.0,7,0,1.3,583,False,9.8,99,,,45,0,0,0,55037.jpg,0,0,0.1,False,,a,16,17,2.0,3,7285,701,3471,354,0.2,0.7,Kouyaté,1,1.0
Emmanuel,Dennis,0,0,,,230251,0,0,0,0,2.0,0,4,0.3,-1.2,0,0.3,3,0,4.1,585,False,0.0,53,,,60,0,0,0,230251.jpg,0,0,0.2,False,,a,16,17,40.0,1,23977,1351,15088,2115,0.0,0.2,Dennis,1,0.5
Renan Augusto,Lodi dos Santos,0,0,,,233420,0,0,0,0,0.3,0,2,2.0,0.5,0,0.0,5,0,1.3,602,False,3.2,68,,,45,0,0,0,233420.jpg,0,0,0.1,False,,a,16,17,9.0,0,7219,5598,675,514,0.0,0.0,Renan Lodi,0,0.0
Roméo,Lavia,0,0,25,,514356,0,0,0,0,31.6,0,3,0.7,2.1,6,2.6,9,1,14.8,321,False,93.8,419,Knock - 25% chance of playing,2022-08-30T22:30:06.607110Z,45,0,0,0,514356.jpg,0,0,0.7,False,,d,17,20,23.0,13,73330,7315,42071,4243,0.6,2.9,Lavia,1,2.6
Theo,Walcott,0,0,100,100,20467,0,0,-1,1,0.0,0,3,0.0,-0.5,0,0.0,0,0,0.0,400,False,0.0,0,,2022-08-01T17:30:04.914877Z,49,0,0,0,20467.jpg,0,0,0.0,False,,a,17,20,0.0,0,890,118,1857,86,0.0,0.0,Walcott,0,0.0
Alex,McCarthy,0,0,,,58376,0,0,-1,1,0.0,0,1,0.0,-0.5,0,0.0,0,0,0.0,401,False,0.0,0,,,44,0,0,0,58376.jpg,0,0,0.2,False,,a,17,20,0.0,0,1276,104,9092,550,0.0,0.0,McCarthy,0,0.0
Oriol,Romeu Vidal,0,0,,,78056,0,0,-2,2,3.8,0,3,0.4,-0.1,0,0.4,4,0,1.2,402,False,6.2,74,,,48,0,0,0,78056.jpg,0,0,0.1,False,,a,17,20,2.0,2,910,130,5449,297,0.1,0.4,Romeu,0,2.0
Nathan,Redmond,0,0,,,83283,0,0,-2,2,0.0,0,3,0.2,-0.3,0,0.2,0,0,0.0,403,False,0.0,1,,,53,0,0,0,83283.jpg,0,0,0.0,False,,a,17,20,0.0,1,710,70,3694,170,0.0,0.2,Redmond,0,1.0
Jack,Stephens,0,0,,,88900,0,0,-1,1,2.5,0,2,0.2,-0.3,0,0.2,2,0,1.7,404,False,14.2,46,,,44,0,0,0,88900.jpg,0,0,0.0,False,,a,17,20,0.0,1,448,44,2242,147,0.0,0.2,Stephens,0,0.5
Stuart,Armstrong,0,0,,,91047,0,0,-1,1,46.4,0,3,1.0,0.5,0,1.0,4,0,9.0,405,False,17.2,152,,,49,0,0,0,91047.jpg,0,0,0.1,False,,a,17,20,26.0,5,4340,1144,6983,575,0.2,1.0,S.Armstrong,0,1.2
Mohamed,Elyounoussi,0,0,,,96787,0,0,-1,1,35.7,0,3,1.4,0.9,2,1.4,5,0,14.4,406,False,41.2,302,,,54,0,0,0,96787.jpg,0,0,0.1,False,,a,17,20,70.0,7,1066,224,4496,192,0.3,1.3,Elyounoussi,1,1.8
James,Ward-Prowse,1,4,,,101178,0,0,0,0,203.2,0,3,4.2,3.7,1,4.2,9,1,34.5,407,False,115.4,450,,,65,0,0,0,101178.jpg,0,0,8.9,False,,a,17,20,27.0,21,365178,29164,394371,31680,0.6,3.2,Ward-Prowse,1,4.2
Adam,Armstrong,1,3,,,155511,0,0,0,0,39.8,0,4,3.6,3.1,9,3.6,5,1,16.9,408,False,68.8,304,,,55,0,0,0,155511.jpg,0,0,1.1,False,,a,17,20,62.0,18,81265,27956,59235,6027,0.7,3.3,A.Armstrong,0,3.6
Kyle,Walker-Peters,0,0,,,158534,0,0,0,0,66.9,0,2,2.6,2.1,2,2.6,9,1,23.8,409,False,109.4,450,,,45,0,0,0,158534.jpg,0,0,1.3,False,,a,17,20,63.0,13,48633,8597,39496,2967,0.6,2.9,Walker-Peters,0,2.6
Jan,Bednarek,0,0,,,171771,0,0,-1,1,21.1,0,2,0.2,-0.3,0,0.2,6,0,6.8,410,False,38.4,159,,,44,0,0,0,171771.jpg,0,0,0.3,False,,a,17,20,8.0,1,2900,103,19215,1124,0.0,0.2,Bednarek,0,0.5
Che,Adams,0,3,,,200439,0,0,-1,1,65.2,1,4,3.6,3.1,2,3.6,4,2,26.8,411,False,84.6,301,,,64,0,0,0,200439.jpg,0,0,1.0,False,,a,17,20,117.0,18,78610,7915,66975,9420,0.6,2.8,Adams,0,4.5
Nathan,Tella,0,0,0,0,203389,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,412,False,0.0,0,Season-long loan to Burnley,2022-08-12T14:24:55.174713Z,50,0,0,0,203389.jpg,0,0,0.0,False,,u,17,20,0.0,0,13,0,251,7,0.0,0.0,Tella,0,0.0
Lyanco,Silveira Neves Vojnovic,0,0,100,100,212721,0,0,0,0,0.3,0,2,0.6,0.1,1,0.6,0,0,1.1,413,False,8.2,7,,2022-08-11T13:30:06.884427Z,45,0,0,0,212721.jpg,0,0,0.0,False,,a,17,20,2.0,3,295,55,1925,122,0.1,0.7,Lyanco,0,1.0
Yan,Valery,0,0,,,213482,0,0,0,0,0.9,0,2,0.0,-0.5,0,0.0,2,0,0.5,414,False,4.0,45,,,40,0,0,0,213482.jpg,0,0,0.8,False,,a,17,20,0.0,0,20272,581,31008,2173,0.0,0.0,Valery,0,0.0
Will,Smallbone,0,0,0,0,214466,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,415,False,0.0,0,Joined Stoke City on loan - Expected back 01 Jul,2022-07-27T11:00:04.337061Z,45,0,0,0,214466.jpg,0,0,0.0,False,,u,17,20,0.0,0,0,0,856,41,0.0,0.0,Smallbone,0,0.0
Ibrahima,Diallo,0,0,,,240143,0,0,-1,1,14.1,0,3,0.6,0.1,2,0.6,1,0,3.5,416,False,8.4,105,,,44,0,0,0,240143.jpg,0,0,0.6,False,,a,17,20,12.0,3,17762,4413,32056,1896,0.1,0.7,Diallo,0,1.5
Romain,Perraud,1,2,100,100,244560,0,0,0,0,26.2,0,2,1.8,1.3,7,1.8,1,0,9.1,417,False,28.6,91,,2022-08-18T13:00:06.727307Z,45,0,0,0,244560.jpg,0,0,0.1,False,,a,17,20,36.0,9,1910,1522,2761,191,0.4,2.0,Perraud,0,3.0
Moussa,Djenepo,1,0,,,431131,0,0,0,0,60.4,0,3,2.4,1.9,1,2.4,8,0,15.7,418,False,77.4,356,,,50,0,0,0,431131.jpg,0,0,0.1,False,,a,17,20,18.0,12,12894,323,10647,612,0.5,2.4,Djenepo,0,2.4
Tino,Livramento,0,0,0,0,441191,0,0,-1,1,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,419,False,0.0,0,Knee injury - Expected back 01 Jan,2022-07-05T15:30:04.232654Z,44,0,0,0,441191.jpg,0,0,0.0,False,,i,17,20,0.0,0,322,12,1194,49,0.0,0.0,Livramento,0,0.0
Mohammed,Salisu,0,0,,,450527,0,0,-1,1,18.9,0,2,0.6,0.1,1,0.6,9,0,13.5,420,False,83.8,450,,,44,1,0,0,450527.jpg,0,0,0.2,False,,a,17,20,32.0,3,4317,723,8344,394,0.1,0.7,Salisu,2,0.6
Mateusz,Lis,0,0,,,200428,0,0,0,0,0.0,0,1,0.0,-0.5,0,0.0,0,0,0.0,421,False,0.0,0,,,40,0,0,0,200428.jpg,0,0,0.3,False,,a,17,20,0.0,0,2673,133,5996,424,0.0,0.0,Lis,0,0.0
Gavin,Bazunu,0,0,,,456350,0,0,0,0,10.0,0,1,2.2,1.7,3,2.2,9,0,13.0,422,False,120.4,450,,,45,0,0,0,456350.jpg,0,14,0.7,False,,a,17,20,0.0,11,11976,2182,17565,1187,0.5,2.4,Bazunu,0,2.2
Armel,Bella-Kotchap,1,0,,,477386,0,0,0,0,13.9,0,2,2.0,1.5,2,2.0,5,0,12.6,423,False,68.8,360,,,45,0,0,0,477386.jpg,0,0,0.2,False,,a,17,20,43.0,10,8238,3236,4052,523,0.4,2.2,Bella-Kotchap,0,2.5
Willy,Caballero,0,0,,,20310,0,0,0,0,0.0,0,1,0.0,-0.5,0,0.0,0,0,0.0,424,False,0.0,0,,,40,0,0,0,20310.jpg,0,0,1.1,False,,a,17,20,0.0,0,7902,355,18610,1314,0.0,0.0,Caballero,0,0.0
Joe,Ayodele-Aribo,0,1,,,193204,0,0,0,0,24.1,0,3,2.6,2.1,1,2.6,6,1,22.2,512,False,65.6,324,,,55,0,0,0,193204.jpg,0,0,0.6,False,,a,17,20,132.0,13,33084,1306,39607,3139,0.5,2.4,Aribo,1,2.6
Sékou,Mara,1,0,,,476888,0,0,0,0,14.4,0,4,1.2,0.7,0,1.2,1,0,7.2,528,False,24.4,91,,,55,0,0,0,476888.jpg,0,0,0.1,False,,a,17,20,35.0,6,8196,278,8362,945,0.2,1.1,Mara,0,2.0
Hugo,Lloris,0,4,,,37915,0,0,0,0,0.0,0,1,5.6,5.1,5,4.6,4,0,7.2,425,False,71.2,450,,,55,0,0,0,37915.jpg,0,9,5.0,False,,a,18,6,0.0,23,131918,14326,139708,8556,0.8,4.2,Lloris,0,4.6
Fraser,Forster,0,0,,,40383,0,0,0,0,0.0,0,1,1.0,0.5,0,0.0,0,0,0.0,426,False,0.0,0,,,40,0,0,0,40383.jpg,0,0,4.8,False,,a,18,6,0.0,0,23998,1114,106715,7364,0.0,0.0,Forster,0,0.0
Harry,Kane,1,6,,,78830,0,0,-1,1,128.6,0,4,7.2,6.7,5,6.2,4,4,64.6,427,False,193.4,450,,,114,0,1,0,78830.jpg,0,0,17.2,False,,a,18,6,324.0,31,542705,41373,1410573,102683,0.5,2.7,Kane,2,6.2
Son,Heung-min,1,0,,,85971,0,0,-2,2,106.2,0,3,4.0,3.5,2,3.0,4,0,34.1,428,False,53.2,406,,,118,0,0,0,85971.jpg,0,0,10.9,False,,a,18,6,184.0,15,168454,7450,1285918,92512,0.3,1.3,Son,0,3.0
Matt,Doherty,0,0,,,87835,-1,1,-4,4,0.0,0,2,1.2,0.7,0,0.2,0,0,0.5,429,False,5.0,3,,,46,0,0,0,87835.jpg,0,0,0.3,False,,a,18,6,0.0,1,7061,597,57582,1481,0.0,0.2,Doherty,0,1.0
Eric,Dier,0,1,,,93264,0,0,0,0,2.1,0,2,5.8,5.3,3,4.8,4,1,16.1,430,False,121.6,450,,,50,0,0,0,93264.jpg,0,0,5.3,False,,a,18,6,37.0,24,242758,28858,140399,10290,1.0,4.8,Dier,0,4.8
Lucas,Rodrigues Moura da Silva,0,0,0,0,95715,0,0,-2,2,0.1,0,3,0.0,0.0,0,0.4,0,0,0.4,431,False,4.0,12,Tendon Injury - Unknown return date,2022-08-26T14:30:06.255826Z,58,0,0,0,95715.jpg,0,0,0.2,False,,i,18,6,0.0,2,7060,43,29709,1744,0.1,0.3,Lucas Moura,0,1.0
Ben,Davies,1,0,,,115556,0,0,0,0,56.9,0,2,4.8,4.3,1,3.8,4,0,20.5,432,False,101.4,445,,,50,0,0,0,115556.jpg,0,0,1.0,False,,a,18,6,47.0,19,39869,4462,29919,2520,0.8,3.8,Davies,1,3.8
Pierre-Emile,Højbjerg,0,3,,,132015,0,0,0,0,99.9,1,3,4.8,4.3,2,3.8,4,1,27.7,433,False,152.4,450,,,55,0,0,0,132015.jpg,0,0,1.6,False,,a,18,6,25.0,19,127197,5981,89453,6463,0.7,3.5,Højbjerg,1,3.8
Harry,Winks,0,0,0,,157668,0,0,-1,1,0.0,0,3,0.0,0.5,0,0.0,0,0,0.0,434,False,0.0,0,Season-long loan to Sampdoria,2022-08-31T07:21:07.937920Z,44,0,0,0,157668.jpg,0,0,1.6,False,,u,18,6,0.0,0,64152,1860,120842,17755,0.0,0.0,Winks,0,0.0
Davinson,Sánchez,0,1,,,173904,0,0,-1,1,2.5,0,2,3.8,3.3,1,2.8,1,0,9.0,435,False,69.8,270,,,44,0,0,0,173904.jpg,0,0,1.0,False,,a,18,6,18.0,14,48678,6025,40254,2563,0.6,3.2,Sánchez,1,4.7
Ryan,Sessegnon,0,0,,,184349,0,0,0,0,4.2,0,2,3.0,2.5,0,2.0,2,1,12.3,436,False,44.8,151,,,45,0,0,0,184349.jpg,0,0,1.4,False,,a,18,6,74.0,10,187103,1340,151885,10031,0.4,2.2,R.Sessegnon,1,2.5
Steven,Bergwijn,0,0,0,0,194252,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,437,False,0.0,0,Transferred to Ajax,2022-07-08T11:00:04.174761Z,55,0,0,0,194252.jpg,0,0,0.0,False,,u,18,6,0.0,0,0,0,180,2,0.0,0.0,Bergwijn,0,0.0
Sergio,Reguilón,0,0,0,,199249,-1,1,-3,3,0.0,0,2,0.0,0.5,0,0.0,0,0,0.0,438,False,0.0,0,Season-long loan to Atletico Madrid,2022-08-31T07:21:07.922198Z,42,0,0,0,199249.jpg,0,0,0.9,False,,u,18,6,0.0,0,17585,220,153180,13346,0.0,0.0,Reguilón,0,0.0
Japhet,Tanganga,0,0,,,199584,-1,1,-1,1,0.0,0,2,1.0,0.5,0,0.0,0,0,0.0,439,False,0.0,0,,,39,0,0,0,199584.jpg,0,0,3.0,False,,a,18,6,0.0,0,59663,16938,137760,8622,0.0,0.0,Tanganga,0,0.0
Rodrigo,Bentancur,0,0,50,,202993,0,0,-1,1,9.3,0,3,1.4,2.3,0,1.8,3,0,8.8,440,False,78.2,343,Head injury - 50% chance of playing,2022-08-31T23:00:06.932235Z,54,0,0,0,202993.jpg,0,0,0.3,False,,d,18,6,0.0,9,17537,719,28624,2633,0.3,1.7,Bentancur,1,2.2
Oliver,Skipp,0,0,100,50,209042,0,0,-1,1,0.0,0,3,1.0,0.2,0,0.0,0,0,0.0,441,False,0.0,0,,2022-08-01T17:30:04.934306Z,44,0,0,0,209042.jpg,0,0,0.1,False,,a,18,6,0.0,0,2035,580,6797,335,0.0,0.0,Skipp,0,0.0
Joe,Rodon,0,0,0,0,214225,0,0,0,0,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,442,False,0.0,0,Joined Rennes on loan - Expected back 01 Jul,2022-08-02T11:00:06.051540Z,40,0,0,0,214225.jpg,0,0,0.1,False,,u,18,6,0.0,0,0,0,5345,153,0.0,0.0,Rodon,0,0.0
Cristian,Romero,0,0,50,50,221632,0,0,-1,1,3.1,0,2,0.8,0.6,0,0.6,3,0,5.9,443,False,42.8,180,Lack of match fitness - 50% chance of playing,2022-08-18T09:00:06.331862Z,49,0,0,0,221632.jpg,0,0,1.2,False,,d,18,6,13.0,3,32305,869,178464,4976,0.1,0.6,Romero,0,1.5
Yves,Bissouma,0,0,100,100,227127,0,0,-1,1,31.2,0,3,1.8,1.3,1,0.8,1,0,6.0,444,False,20.0,116,,2022-08-04T15:00:05.598199Z,49,0,0,0,227127.jpg,0,0,0.4,False,,a,18,6,9.0,4,17269,673,40369,1872,0.2,0.8,Bissouma,2,0.8
Emerson,Leite de Souza Junior,2,1,,,241157,1,-1,1,-1,36.5,0,2,5.8,5.3,2,4.8,4,0,18.8,445,False,86.2,437,,,51,0,0,0,241157.jpg,0,0,5.0,False,,a,18,6,65.0,24,451666,48591,154185,13705,0.9,4.7,Emerson Royal,0,4.8
Dejan,Kulusevski,2,3,,,445044,0,0,2,-2,143.3,1,3,6.2,5.7,2,5.2,4,1,39.2,446,False,105.6,417,,,82,0,0,0,445044.jpg,0,0,14.2,False,,a,18,6,143.0,26,1161203,40382,611416,54664,0.6,3.2,Kulusevski,0,5.2
Dane,Scarlett,0,0,0,0,490145,0,0,0,0,0.0,0,4,0.0,0.0,0,0.0,0,0,0.0,447,False,0.0,0,Joined Portsmouth on loan - Expected back 01 Jul,2022-07-28T16:30:04.667999Z,45,0,0,0,490145.jpg,0,0,0.1,False,,u,18,6,0.0,0,0,0,4708,259,0.0,0.0,Scarlett,0,0.0
Ivan,Perišić,2,3,,,45034,0,0,1,-1,127.4,1,2,5.8,5.3,1,4.8,1,0,24.1,448,False,81.4,273,,,56,0,0,0,45034.jpg,0,0,28.4,False,,a,18,6,32.0,24,1398518,152189,863136,38107,0.9,4.3,Perišić,1,4.8
Harvey,White,0,0,,,448791,0,0,-1,1,0.0,0,3,1.0,0.5,0,0.0,0,0,0.0,449,False,0.0,0,,,44,0,0,0,448791.jpg,0,0,0.4,False,,a,18,6,0.0,0,22531,8869,23768,2070,0.0,0.0,White,0,0.0
Pape Matar,Sarr,0,0,,,482442,0,0,-1,1,0.0,0,3,1.0,0.5,0,0.0,0,0,0.0,450,False,0.0,0,,,44,0,0,0,482442.jpg,0,0,0.6,False,,a,18,6,0.0,0,27505,2245,34567,2595,0.0,0.0,Sarr,0,0.0
Brandon,Austin,0,0,,,214572,0,0,0,0,0.0,0,1,1.0,0.5,0,0.0,0,0,0.0,451,False,0.0,0,,,40,0,0,0,214572.jpg,0,0,0.3,False,,a,18,6,0.0,0,4036,237,7356,516,0.0,0.0,Austin,0,0.0
Alfie,Devine,0,0,,,496179,0,0,-1,1,0.0,0,3,1.0,0.5,0,0.0,0,0,0.0,452,False,0.0,0,,,44,0,0,0,496179.jpg,0,0,0.1,False,,a,18,6,0.0,0,3267,540,5392,369,0.0,0.0,Devine,0,0.0
Troy,Parrott,0,0,0,0,447235,0,0,0,0,0.0,0,4,0.0,0.0,0,0.0,0,0,0.0,453,False,0.0,0,Joined Preston North End on loan - Expected back 01 Jul,2022-07-25T23:00:04.503977Z,45,0,0,0,447235.jpg,0,0,0.1,False,,u,18,6,0.0,0,0,0,6565,452,0.0,0.0,Parrott,0,0.0
Richarlison,de Andrade,1,0,100,100,212319,0,0,0,0,28.1,0,4,2.2,1.7,0,1.2,1,0,8.8,454,False,27.2,77,,2022-07-05T15:30:04.242689Z,85,0,0,0,212319.jpg,0,0,0.7,False,,a,18,6,32.0,6,51907,1533,55527,6239,0.1,0.7,Richarlison,1,1.5
Clément,Lenglet,0,0,100,100,171101,0,0,-1,1,0.1,0,2,1.2,0.7,0,0.2,0,0,0.3,513,False,2.6,4,,2022-08-12T14:00:05.943518Z,49,0,0,0,171101.jpg,0,0,0.3,False,,a,18,6,0.0,1,5630,799,29892,1190,0.0,0.2,Lenglet,0,1.0
Djed,Spence,0,0,,,232859,0,0,-2,2,0.0,0,2,1.2,0.7,0,0.2,0,0,1.8,522,False,0.0,1,,,43,0,0,0,232859.jpg,0,0,0.3,False,,a,18,6,18.0,1,4262,433,33917,1281,0.0,0.2,Spence,0,1.0
Bryan,Gil Salvatierra,0,0,50,0,436234,0,0,0,0,0.0,0,3,0.5,0.0,0,0.0,0,0,0.0,554,False,0.0,0,Knock - 50% chance of playing,2022-08-26T14:30:06.352925Z,50,0,0,0,436234.jpg,0,0,0.0,False,,d,18,6,0.0,0,694,8,1983,120,0.0,0.0,Bryan,0,0.0
Lukasz,Fabianski,0,2,100,100,37096,0,0,0,0,0.0,0,1,2.9,2.9,4,3.4,4,0,9.2,455,False,92.4,388,,2022-08-08T11:00:05.503474Z,50,0,0,0,37096.jpg,0,12,1.0,False,,a,19,21,0.0,17,17812,1223,44253,1692,0.7,3.4,Fabianski,0,3.4
Angelo,Ogbonna,0,0,100,100,40669,0,0,0,0,10.0,0,2,-0.3,-0.3,1,0.2,0,0,1.6,456,False,4.0,18,,2022-08-05T13:30:07.024076Z,45,0,0,0,40669.jpg,0,0,0.1,False,,a,19,21,2.0,1,652,102,5074,163,0.0,0.2,Ogbonna,0,1.0
Aaron,Cresswell,0,0,,,55459,0,0,-1,1,130.6,0,2,1.7,1.7,2,2.2,6,0,24.6,457,False,87.6,431,,,49,0,0,0,55459.jpg,0,0,2.4,False,,a,19,21,27.0,11,79225,2988,155945,7141,0.4,2.2,Cresswell,1,2.2
Michail,Antonio,1,0,100,100,57531,-1,1,-3,3,45.8,0,4,1.7,1.7,5,2.2,5,0,12.4,458,False,25.6,313,,2022-08-12T16:00:05.963642Z,72,0,0,0,57531.jpg,0,0,2.2,False,,a,19,21,54.0,11,71535,1987,315666,14000,0.3,1.5,Antonio,0,2.2
